question,label
기분이 오늘 많이 불안합니다 기분이,feeling
어쩐지 기분이 오늘 살벌합니다 좀,feeling
왠지 오늘 기분이 새파래졌습니다 뭔가,feeling
왠지 나 오늘 섬뜩합니다 나,feeling
사실 나 오늘 소름끼칩니다 많이,feeling
오늘 나 사실 스산합니다 되게,feeling
나 오늘 사실 아슬아슬합니다 ㅋㅋ,feeling
요즘 나 사실 아찔합니다 ㅋㅋㅋ,feeling
요즘 나 상당히 안절부절합니다 ㅋㅋㅋㅋ,feeling
요즘 나 많이 오싹합니다 뭐먹지,feeling
요즘 나 되게 으스스합니다 뭐먹을까,feeling
오늘따라 여기 되게 을씨년스럽습니다 추천해줘,feeling
오늘따라 여기 분위기가 잔인합니다 기분이,feeling
오늘따라 왠지 여기 잔혹합니다 좀,feeling
오늘따라 분위기가 뭔가 조마조마합니다 뭔가,feeling
뭔가 많이 좀 초조합니다 나,feeling
오늘 아픕니다 많이,feeling
좀 헤어졌습니다 되게,feeling
음 떨어졌습니다 ㅋㅋ,feeling
어쩐지 다쳤습니다 ㅋㅋㅋ,feeling
정말 꿀꿀합니다 ㅋㅋㅋㅋ,feeling
많이 갑갑합니다 뭐먹지,feeling
기분이 고리타분합니다 뭐먹을까,feeling
왠지 귀찮습니다 추천해줘,feeling
요즘 답답합니다 기분이,feeling
요즘따라 따분합니다 좀,feeling
나 무료합니다 뭔가,feeling
상당히 서먹합니다 나,feeling
사실 신통찮습니다 많이,feeling
오늘따라 싫증납니다 되게,feeling
여기 심드렁합니다 ㅋㅋ,feeling
분위기가 심심합니다 ㅋㅋㅋ,feeling
되게 어색합니다 ㅋㅋㅋㅋ,feeling
뭔가 재미없습니다 뭐먹지,feeling
부쩍 지겹습니다 뭐먹을까,feeling
오늘 지긋지긋합니다 추천해줘,feeling
좀 지루합니다 기분이,feeling
음 집 가고 싶습니다 좀,feeling
어쩐지 골치아픕니다 뭔가,feeling
정말 기진맥진합니다 나,feeling
많이 아픕니다 많이,feeling
기분이 지끈거립니다 되게,feeling
왠지 피곤합니다 ㅋㅋ,feeling
요즘 잠옵니다 ㅋㅋㅋ,feeling
요즘따라 졸립니다 ㅋㅋㅋㅋ,feeling
나 싫습니다 뭐먹지,feeling
상당히 속이 안 좋습니다 뭐먹을까,feeling
사실 꽝입니다 추천해줘,feeling
오늘따라 메롱입니다 기분이,feeling
여기 스트레스 받습니다 좀,feeling
분위기가 별로입니다 뭔가,feeling
되게 기분나쁩니다 나,feeling
뭔가 힘듭니다 많이,feeling
부쩍 야근입니다 되게,feeling
오늘 잠이 안옵니다 ㅋㅋ,feeling
좀 무기력합니다 ㅋㅋㅋ,feeling
음 수면부족입니다 ㅋㅋㅋㅋ,feeling
어쩐지 정신줄 놓았습니다 뭐먹지,feeling
정말 망했습니다 뭐먹을까,feeling
많이 갑작스럽습니다 추천해줘,feeling
기분이 경악했습니다 기분이,feeling
왠지 급작스럽습니다 좀,feeling
요즘 기겁했습니다 뭔가,feeling
요즘따라 기절초풍했습니다 나,feeling
나 기절했습니다 많이,feeling
상당히 까무러쳤습니다 되게,feeling
사실 당혹스럽습니다 ㅋㅋ,feeling
오늘따라 당황스럽습니다 ㅋㅋㅋ,feeling
여기 뜨악했습니다 ㅋㅋㅋㅋ,feeling
분위기가 만만치않습니다 뭐먹지,feeling
되게 충격받았습니다 뭐먹을까,feeling
뭔가 움찔했습니다 추천해줘,feeling
부쩍 이상합니다 기분이,feeling
오늘 철렁했습니다 좀,feeling
좀 충격적입니다 뭔가,feeling
음 흠칫했습니다 나,feeling
어쩐지 격노했습니다 많이,feeling
정말 격분했습니다 되게,feeling
많이 격앙됩니다 ㅋㅋ,feeling
기분이 격양됩니다 ㅋㅋㅋ,feeling
왠지 격해집니다 ㅋㅋㅋㅋ,feeling
요즘 괘씸합니다 뭐먹지,feeling
요즘따라 굴욕적입니다 뭐먹을까,feeling
나 기분나쁩니다 추천해줘,feeling
상당히 나쁩니다 기분이,feeling
사실 노여워합니다 좀,feeling
오늘따라 멸시당합니다 뭔가,feeling
여기 모멸감듭니다 나,feeling
분위기가 모욕적입니다 많이,feeling
되게 못됐습니다 되게,feeling
뭔가 무시당했습니다 ㅋㅋ,feeling
부쩍 밉습니다 ㅋㅋㅋ,feeling
오늘 버럭했습니다 ㅋㅋㅋㅋ,feeling
좀 분노합니다 뭐먹지,feeling
음 분통터집니다 뭐먹을까,feeling
어쩐지 분합니다 추천해줘,feeling
정말 불만스럽습니다 기분이,feeling
많이 불만족스럽습니다 좀,feeling
기분이 비아냥거립니다 뭔가,feeling
왠지 삐쳤습니다 나,feeling
요즘 속썩입니다 많이,feeling
요즘따라 신경질적입니다 되게,feeling
나 심술궂습니다 ㅋㅋ,feeling
상당히 야박합니다 ㅋㅋㅋ,feeling
사실 약오릅니다 ㅋㅋㅋㅋ,feeling
오늘따라 얄밉습니다 뭐먹지,feeling
여기 어이없습니다 뭐먹을까,feeling
분위기가 언짢습니다 추천해줘,feeling
되게 울화통터집니다 기분이,feeling
뭔가 원망스럽습니다 좀,feeling
부쩍 의심스럽습니다 뭔가,feeling
오늘 증오합니다 나,feeling
좀 지랄합니다 많이,feeling
음 질투합니다 되게,feeling
어쩐지 짜증납니다 ㅋㅋ,feeling
정말 치가 떨립니다 ㅋㅋㅋ,feeling
많이 치밀어오릅니다 ㅋㅋㅋㅋ,feeling
기분이 치사합니다 뭐먹지,feeling
왠지 치욕적입니다 뭐먹을까,feeling
요즘 고통스럽습니다 추천해줘,feeling
요즘따라 죽고싶습니다 기분이,feeling
나 토나옵니다 좀,feeling
상당히 화납니다 뭔가,feeling
오늘 가뿐해 뭐먹지,feeling
좀 갈구해 뭐먹을까,feeling
음 갈망해 추천해줘,feeling
어쩐지 감개무량해 기분이,feeling
정말 감격했어 좀,feeling
많이 감동했어 뭔가,feeling
기분이 감미로워 나,feeling
왠지 감사해 많이,feeling
요즘 감질나 되게,feeling
요즘따라 경쾌해 ㅋㅋ,feeling
나 고마워 ㅋㅋㅋ,feeling
상당히 궁금해 ㅋㅋㅋㅋ,feeling
사실 근사해 뭐먹지,feeling
오늘따라 기분좋아 뭐먹을까,feeling
여기 기뻐 추천해줘,feeling
분위기가 낭만적이야 기분이,feeling
되게 달가워 좀,feeling
뭔가 대견해 뭔가,feeling
부쩍 두근거려 나,feeling
오늘 따뜻해 많이,feeling
좀 따스해 되게,feeling
음 만족해 ㅋㅋ,feeling
어쩐지 반가워 ㅋㅋㅋ,feeling
정말 보기좋아 ㅋㅋㅋㅋ,feeling
많이 부러워해 뭐먹지,feeling
기분이 뿌듯해 뭐먹을까,feeling
왠지 사랑스러워 추천해줘,feeling
요즘 상쾌해 기분이,feeling
요즘따라 상큼해 좀,feeling
나 설레 뭔가,feeling
상당히 섹시해 나,feeling
사실 속시원해 많이,feeling
오늘따라 신나 되게,feeling
여기 신명나 ㅋㅋ,feeling
분위기가 신바람나 ㅋㅋㅋ,feeling
되게 신비로워 ㅋㅋㅋㅋ,feeling
뭔가 싱글벙글해 뭐먹지,feeling
부쩍 아리송해 뭐먹을까,feeling
오늘 좀 알쏭달쏭해 추천해줘,feeling
오늘 음 어여쁘다 기분이,feeling
오늘 어쩐지 예뻐요 좀,feeling
오늘 정말 우아해 뭔가,feeling
오늘 많이 웃어 나,feeling
오늘 기분이 웃어넘겨 많이,feeling
오늘 왠지 유쾌해 되게,feeling
오늘 나 자부해 ㅋㅋ,feeling
오늘 상당히 재미있어 ㅋㅋㅋ,feeling
오늘 사실 조심스러워 ㅋㅋㅋㅋ,feeling
오늘 여기 좋아 뭐먹지,feeling
오늘 분위기가 즐거워 뭐먹을까,feeling
오늘 되게 천만다행이야 추천해줘,feeling
좀 오늘 친근해 기분이,feeling
음 오늘 친숙해 좀,feeling
어쩐지 오늘 콩닥거려 뭔가,feeling
정말 오늘 쾌적해 나,feeling
많이 오늘 탐나해 많이,feeling
기분이 오늘 통쾌해 되게,feeling
왠지 오늘 편안해 ㅋㅋ,feeling
나 오늘 행복해 ㅋㅋㅋ,feeling
상당히 오늘 후련해 ㅋㅋㅋㅋ,feeling
사실 오늘 훌륭해 뭐먹지,feeling
여기 오늘 흐뭇해 뭐먹을까,feeling
분위기가 오늘 흡족해 추천해줘,feeling
되게 오늘 흥겨워 기분이,feeling
좀 음 흥미로워 좀,feeling
좀 어쩐지 희희낙락해 뭔가,feeling
좀 정말 이뻐 나,feeling
좀 많이 가슴아파 많이,feeling
좀 기분이 가슴앓이해 되게,feeling
좀 왠지 각박해 ㅋㅋ,feeling
좀 요즘 간절해 ㅋㅋㅋ,feeling
좀 요즘따라 걱정해 ㅋㅋㅋㅋ,feeling
좀 상당히 고달파 뭐먹지,feeling
사실 좀 고독해 뭐먹을까,feeling
나 좀 곤욕스러워 추천해줘,feeling
분위기가 좀 공허해 기분이,feeling
되게 좀 괴로워 좀,feeling
음 좀 그리워해 뭔가,feeling
어쩐지 좀 근심스러워 나,feeling
정말 좀 글썽글썽해 많이,feeling
많이 좀 기구해 되게,feeling
기분이 좀 기운없어 ㅋㅋ,feeling
왠지 좀 낙담해 ㅋㅋㅋ,feeling
요즘 좀 낙심해 ㅋㅋㅋㅋ,feeling
요즘따라 좀 난처해 뭐먹지,feeling
상당히 좀 낭패스러워 뭐먹을까,feeling
음 어쩐지 막막해 추천해줘,feeling
음 정말 망연자실해 기분이,feeling
음 많이 먹먹해 좀,feeling
음 기분이 미안해 뭔가,feeling
음 왠지 북받쳐 나,feeling
음 요즘 부끄러워 많이,feeling
음 요즘따라 불쌍해 되게,feeling
음 나 불행해 ㅋㅋ,feeling
음 상당히 비참해 ㅋㅋㅋ,feeling
음 사실 비탄해 ㅋㅋㅋㅋ,feeling
음 오늘따라 비통해 뭐먹지,feeling
음 여기 뼈저려 뭐먹을까,feeling
음 분위기가 사무쳐 추천해줘,feeling
음 되게 서러워 기분이,feeling
어쩐지 음 서운해 좀,feeling
정말 음 섭섭해 뭔가,feeling
많이 음 속상해 나,feeling
기분이 음 송구해 많이,feeling
왠지 음 숙연해 되게,feeling
요즘 음 슬퍼해 ㅋㅋ,feeling
요즘따라 음 실망해 ㅋㅋㅋ,feeling
나 음 심각해 ㅋㅋㅋㅋ,feeling
상당히 음 심란해 뭐먹지,feeling
사실 음 쓸쓸해 뭐먹을까,feeling
오늘따라 음 씁쓸해 추천해줘,feeling
여기 음 아까워 기분이,feeling
분위기가 음 아쉬워 좀,feeling
되게 음 안쓰러워 뭔가,feeling
어쩐지 정말 안타까워 나,feeling
어쩐지 많이 암담해 많이,feeling
어쩐지 기분이 암울해 되게,feeling
어쩐지 요즘 애끓어 ㅋㅋ,feeling
어쩐지 요즘따라 애처로워 ㅋㅋㅋ,feeling
어쩐지 나 야속해 ㅋㅋㅋㅋ,feeling
어쩐지 상당히 외로워 뭐먹지,feeling
어쩐지 오늘따라 우울해 뭐먹을까,feeling
어쩐지 여기 울어 추천해줘,feeling
어쩐지 분위기가 울먹여 기분이,feeling
어쩐지 되게 울적해 좀,feeling
여기 분위기가 울컥해 뭔가,feeling
여기 되게 원통해 나,feeling
여기 오늘따라 유감스러워 많이,feeling
여기 상당히 음울해 되게,feeling
여기 왠지 자책해 ㅋㅋ,feeling
요즘 나 자포자기해 ㅋㅋㅋ,feeling
요즘 상당히 적적해 ㅋㅋㅋㅋ,feeling
요즘 사실 절규해 뭐먹지,feeling
요즘 있잖아 절망해 뭐먹을까,feeling
요즘 기분이 절박해 추천해줘,feeling
요즘 정말 절실해 기분이,feeling
요즘 많이 좌절돼 좀,feeling
분위기가 되게 죄송해 뭔가,feeling
분위기가 많이 죄책감들어 나,feeling
요즘 부쩍 주눅들어 많이,feeling
부쩍 요즘 짠해 되게,feeling
나 부쩍 찡해 ㅋㅋ,feeling
요즘따라 부쩍 착잡해 ㅋㅋㅋ,feeling
오늘 좀 음 참담해 ㅋㅋㅋㅋ,feeling
오늘 좀 많이 참회해 뭐먹지,feeling
오늘 좀 기분이 창피해 뭐먹을까,feeling
오늘 좀 왠지 처량해 추천해줘,feeling
오늘 좀 상당히 처절해 기분이,feeling
오늘 좀 되게 처참해 좀,feeling
오늘 어쩐지 많이 초라해 뭔가,feeling
오늘 어쩐지 기분이 측은해 나,feeling
오늘 어쩐지 나 침울해 많이,feeling
오늘 어쩐지 상당히 침통해 되게,feeling
오늘 어쩐지 사실 탄식해 ㅋㅋ,feeling
오늘 어쩐지 되게 통탄해 ㅋㅋㅋ,feeling
오늘 정말 많이 한숨나와 ㅋㅋㅋㅋ,feeling
오늘 정말 기분이 한스러워 뭐먹지,feeling
오늘 정말 나 한탄해 뭐먹을까,feeling
오늘 기분이 많이 허무해 추천해줘,feeling
오늘 상당히 여기 허전해 기분이,feeling
오늘 여기 분위기가 허탈해 좀,feeling
좀 여기 상당히 후회해 뭔가,feeling
좀 여기 분위기가 휑해 나,feeling
나 오늘 좀 겁나 많이,feeling
나 오늘 음 겁쟁이야 되게,feeling
나 오늘 많이 긴박해 ㅋㅋ,feeling
나 오늘 기분이 긴장돼 ㅋㅋㅋ,feeling
나 기분이 오늘 두려워 ㅋㅋㅋㅋ,feeling
기분이 나 오늘 무서워 뭐먹지,feeling
기분이 음 좀 무시무시해 뭐먹을까,feeling
기분이 오늘 좀 불안정해 추천해줘,feeling
기분이 오늘 많이 불안해 기분이,feeling
어쩐지 기분이 오늘 살벌해 좀,feeling
왠지 오늘 기분이 새파래져 뭔가,feeling
왠지 나 오늘 섬뜩해 나,feeling
사실 나 오늘 소름끼쳐 많이,feeling
오늘 나 사실 스산해 되게,feeling
나 오늘 사실 아슬아슬해 ㅋㅋ,feeling
요즘 나 사실 아찔해 ㅋㅋㅋ,feeling
요즘 나 상당히 안절부절해 ㅋㅋㅋㅋ,feeling
요즘 나 많이 오싹해 뭐먹지,feeling
요즘 나 되게 으스스해 뭐먹을까,feeling
오늘따라 여기 되게 을씨년스러워 추천해줘,feeling
오늘따라 여기 분위기가 잔인해 기분이,feeling
오늘따라 왠지 여기 잔혹해 좀,feeling
오늘따라 분위기가 뭔가 조마조마해 뭔가,feeling
뭔가 많이 좀 초조해 나,feeling
오늘 아파 많이,feeling
좀 헤어졌어 되게,feeling
음 떨어졌어 ㅋㅋ,feeling
어쩐지 다쳤어 ㅋㅋㅋ,feeling
정말 꿀꿀해 ㅋㅋㅋㅋ,feeling
많이 갑갑해 뭐먹지,feeling
기분이 고리타분해 뭐먹을까,feeling
왠지 귀찮아 추천해줘,feeling
요즘 답답해 기분이,feeling
요즘따라 따분해 좀,feeling
나 무료해 뭔가,feeling
상당히 서먹해 나,feeling
사실 신통찮아 많이,feeling
오늘따라 싫증나 되게,feeling
여기 심드렁해 ㅋㅋ,feeling
분위기가 심심해 ㅋㅋㅋ,feeling
되게 어색해 ㅋㅋㅋㅋ,feeling
뭔가 재미없어 뭐먹지,feeling
부쩍 지겨워 뭐먹을까,feeling
오늘 지긋지긋해 추천해줘,feeling
좀 지루해 기분이,feeling
음 집 가고 싶어 좀,feeling
어쩐지 골치 아파 뭔가,feeling
정말 기진맥진해 나,feeling
많이 아파 많이,feeling
기분이 지끈거려 되게,feeling
왠지 피곤해 ㅋㅋ,feeling
요즘 잠와 ㅋㅋㅋ,feeling
요즘따라 졸려 ㅋㅋㅋㅋ,feeling
나 싫어 뭐먹지,feeling
상당히 속이 안 좋아 뭐먹을까,feeling
사실 꽝이야 추천해줘,feeling
오늘따라 메롱이야 기분이,feeling
여기 스트레스 받아 좀,feeling
분위기가 별로야 뭔가,feeling
되게 기분나빠 나,feeling
뭔가 힘들어 많이,feeling
부쩍 야근이야 되게,feeling
오늘 잠이 안와 ㅋㅋ,feeling
좀 무기력해 ㅋㅋㅋ,feeling
음 수면부족이야 ㅋㅋㅋㅋ,feeling
어쩐지 정신줄 놓았어 뭐먹지,feeling
정말 망했어 뭐먹을까,feeling
많이 갑작스러워 추천해줘,feeling
기분이 경악했어 기분이,feeling
왠지 급작스러워 좀,feeling
요즘 기겁했어 뭔가,feeling
요즘따라 기절초풍했어 나,feeling
나 기절했어 많이,feeling
상당히 까무러쳐 되게,feeling
사실 당혹스러워 ㅋㅋ,feeling
오늘따라 당황스러워 ㅋㅋㅋ,feeling
여기 뜨악했어 ㅋㅋㅋㅋ,feeling
분위기가 만만치않아 뭐먹지,feeling
되게 충격받았어 뭐먹을까,feeling
뭔가 움찔했어 추천해줘,feeling
부쩍 이상해 기분이,feeling
오늘 철렁했어 좀,feeling
좀 충격적이야 뭔가,feeling
음 흠칫했어 나,feeling
어쩐지 격노했어 많이,feeling
정말 격분했어 되게,feeling
많이 격앙돼 ㅋㅋ,feeling
기분이 격양돼 ㅋㅋㅋ,feeling
왠지 격해져 ㅋㅋㅋㅋ,feeling
요즘 괘씸해 뭐먹지,feeling
요즘따라 굴욕적이야 뭐먹을까,feeling
나 기분나빠 추천해줘,feeling
상당히 나빠 기분이,feeling
사실 노여워해 좀,feeling
오늘따라 멸시당해 뭔가,feeling
여기 모멸감들어 나,feeling
분위기가 모욕적이야 많이,feeling
되게 못됐어 되게,feeling
뭔가 무시당했어 ㅋㅋ,feeling
부쩍 미워 ㅋㅋㅋ,feeling
오늘 버럭했어 ㅋㅋㅋㅋ,feeling
좀 분노해 뭐먹지,feeling
음 분통터져 뭐먹을까,feeling
어쩐지 분해 추천해줘,feeling
정말 불만스러워 기분이,feeling
많이 불만족스러워 좀,feeling
기분이 비아냥거려 뭔가,feeling
왠지 삐쳤어 나,feeling
요즘 속썩여 많이,feeling
요즘따라 신경질적이야 되게,feeling
나 심술궂어 ㅋㅋ,feeling
상당히 야박해 ㅋㅋㅋ,feeling
사실 약올라 ㅋㅋㅋㅋ,feeling
오늘따라 얄미워 뭐먹지,feeling
여기 어이없어 뭐먹을까,feeling
분위기가 언짢아 추천해줘,feeling
되게 울화통터져 기분이,feeling
뭔가 원망스러워 좀,feeling
부쩍 의심스러워 뭔가,feeling
오늘 증오해 나,feeling
좀 지랄해 많이,feeling
음 질투해 되게,feeling
어쩐지 짜증나 ㅋㅋ,feeling
정말 치가 떨려 ㅋㅋㅋ,feeling
많이 치밀어올라 ㅋㅋㅋㅋ,feeling
기분이 치사해 뭐먹지,feeling
왠지 치욕적이야 뭐먹을까,feeling
요즘 고통스러워 추천해줘,feeling
요즘따라 죽고싶어 기분이,feeling
나 토나와 좀,feeling
상당히 화나 뭔가,feeling
오늘 가뿐합니다,feeling
좀 갈구합니다,feeling
음 갈망합니다,feeling
어쩐지 감개무량합니다,feeling
정말 감격했습니다,feeling
많이 감격했습니다,feeling
기분이 감미롭습니다,feeling
왠지 감사합니다,feeling
요즘 감질납니다,feeling
요즘따라 경쾌합니다,feeling
나 고맙습니다,feeling
상당히 궁금합니다,feeling
사실 근사합니다,feeling
오늘따라 기분좋습니다,feeling
여기 기쁩니다,feeling
분위기가 낭만적입니다,feeling
되게 달갑습니다,feeling
뭔가 대견합니다,feeling
부쩍 두근거립니다,feeling
오늘 따뜻합니다,feeling
좀 따스합니다,feeling
음 만족합니다,feeling
어쩐지 반갑습니다,feeling
정말 보기좋습니다,feeling
많이 부러워합니다,feeling
기분이 뿌듯합니다,feeling
왠지 사랑스럽습니다,feeling
요즘 상쾌합니다,feeling
요즘따라 상큼합니다,feeling
나 설렙니다,feeling
상당히 섹시합니다,feeling
사실 속시원합니다,feeling
오늘따라 신납니다,feeling
여기 신명납니다,feeling
분위기가 신바람납니다,feeling
되게 신비롭습니다,feeling
뭔가 싱글벙글합니다,feeling
부쩍 아리송합니다,feeling
오늘 알쏭달쏭합니다,feeling
좀 어여쁩니다,feeling
음 예쁘다,feeling
어쩐지 우아합니다,feeling
정말 웃습니다,feeling
많이 웃어넘깁니다,feeling
기분이 유쾌합니다,feeling
왠지 자부합니다,feeling
요즘 재미있습니다,feeling
요즘따라 조심스럽습니다,feeling
나 좋습니다,feeling
상당히 즐겁습니다,feeling
사실 천만다행입니다,feeling
오늘따라 친근합니다,feeling
여기 친숙합니다,feeling
분위기가 콩닥거리습니다,feeling
되게 쾌적합니다,feeling
뭔가 탐나합니다,feeling
부쩍 통쾌합니다,feeling
오늘 편안합니다,feeling
좀 행복합니다,feeling
음 후련합니다,feeling
어쩐지 훌륭합니다,feeling
정말 흐뭇합니다,feeling
많이 흡족합니다,feeling
기분이 흥겹습니다,feeling
왠지 흥미롭습니다,feeling
요즘 희희낙락합니다,feeling
요즘따라 이쁩니다,feeling
나 가슴아픕니다,feeling
상당히 가슴앓이합니다,feeling
사실 각박합니다,feeling
오늘따라 간절합니다,feeling
여기 걱정합니다,feeling
분위기가 고달픕니다,feeling
되게 고독합니다,feeling
뭔가 곤욕스럽습니다,feeling
부쩍 공허합니다,feeling
오늘 괴롭습니다,feeling
좀 그리워합니다,feeling
음 근심스럽습니다,feeling
어쩐지 글썽글썽합니다,feeling
정말 기구합니다,feeling
많이 기운없습니다,feeling
기분이 낙담합니다,feeling
왠지 낙심합니다,feeling
요즘 난처합니다,feeling
요즘따라 낭패스럽습니다,feeling
나 막막합니다,feeling
상당히 망연자실합니다,feeling
사실 먹먹합니다,feeling
오늘따라 미안합니다,feeling
여기 북받칩니다,feeling
분위기가 부끄럽습니다,feeling
되게 불쌍합니다,feeling
뭔가 불행합니다,feeling
부쩍 비참합니다,feeling
오늘 비탄합니다,feeling
좀 비통합니다,feeling
음 뼈저립니다,feeling
어쩐지 사무칩니다,feeling
정말 서럽습니다,feeling
많이 서운합니다,feeling
기분이 섭섭합니다,feeling
왠지 속상합니다,feeling
요즘 송구합니다,feeling
요즘따라 숙연합니다,feeling
나 슬퍼합니다,feeling
상당히 실망합니다,feeling
사실 심각합니다,feeling
오늘따라 심란합니다,feeling
여기 쓸쓸합니다,feeling
분위기가 씁쓸합니다,feeling
되게 아깝습니다,feeling
뭔가 아쉽습니다,feeling
부쩍 안쓰럽습니다,feeling
오늘 안타깝습니다,feeling
좀 암담합니다,feeling
음 암울합니다,feeling
어쩐지 애끓습니다,feeling
정말 애처롭습니다,feeling
많이 야속합니다,feeling
기분이 외롭습니다,feeling
왠지 우울합니다,feeling
요즘 웁니다,feeling
요즘따라 울먹입니다,feeling
나 울적합니다,feeling
상당히 울컥합니다,feeling
사실 원통합니다,feeling
오늘따라 유감스럽습니다,feeling
여기 음울합니다,feeling
분위기가 자책합니다,feeling
되게 자포자기합니다,feeling
뭔가 적적합니다,feeling
부쩍 절규합니다,feeling
오늘 절망합니다,feeling
좀 절박합니다,feeling
음 절실합니다,feeling
어쩐지 좌절스럽습니다,feeling
정말 죄송합니다,feeling
많이 죄책감듭니다,feeling
기분이 주눅듭니다,feeling
왠지 짠합니다,feeling
요즘 찡합니다,feeling
요즘따라 착잡합니다,feeling
나 참담합니다,feeling
상당히 참회합니다,feeling
사실 창피합니다,feeling
오늘따라 처량합니다,feeling
여기 처절합니다,feeling
분위기가 처참합니다,feeling
되게 초라합니다,feeling
뭔가 측은합니다,feeling
부쩍 침울합니다,feeling
오늘 침통합니다,feeling
좀 탄식합니다,feeling
음 통탄합니다,feeling
어쩐지 한숨나옵니다,feeling
정말 한스럽습니다,feeling
많이 한탄합니다,feeling
기분이 허무합니다,feeling
왠지 허전합니다,feeling
요즘 허탈합니다,feeling
요즘따라 후회합니다,feeling
나 휑합니다,feeling
상당히 겁납니다,feeling
사실 겁쟁입니다,feeling
오늘따라 긴박합니다,feeling
여기 긴장됩니다,feeling
분위기가 두렵습니다,feeling
되게 무섭습니다,feeling
뭔가 무시무시합니다,feeling
부쩍 불안정합니다,feeling
오늘 불안합니다,feeling
좀 살벌합니다,feeling
음 새파래졌습니다,feeling
어쩐지 섬뜩합니다,feeling
정말 소름끼칩니다,feeling
많이 스산합니다,feeling
기분이 아슬아슬합니다,feeling
왠지 아찔합니다,feeling
요즘 안절부절합니다,feeling
요즘따라 오싹합니다,feeling
나 으스스합니다,feeling
상당히 을씨년스럽습니다,feeling
사실 잔인합니다,feeling
오늘따라 잔혹합니다,feeling
여기 조마조마합니다,feeling
분위기가 초조합니다,feeling
되게 아픕니다,feeling
뭔가 헤어졌습니다,feeling
부쩍 떨어졌습니다,feeling
오늘 다쳤습니다,feeling
좀 꿀꿀합니다,feeling
음 갑갑합니다,feeling
어쩐지 고리타분합니다,feeling
정말 귀찮습니다,feeling
많이 답답합니다,feeling
기분이 따분합니다,feeling
왠지 무료합니다,feeling
요즘 서먹합니다,feeling
요즘따라 신통찮습니다,feeling
나 싫증납니다,feeling
상당히 심드렁합니다,feeling
사실 심심합니다,feeling
오늘따라 어색합니다,feeling
여기 재미없습니다,feeling
분위기가 지겹습니다,feeling
되게 지긋지긋합니다,feeling
뭔가 지루합니다,feeling
부쩍 집 가고 싶습니다,feeling
오늘 골치아픕니다,feeling
좀 기진맥진합니다,feeling
음 아픕니다,feeling
어쩐지 지끈거립니다,feeling
정말 피곤합니다,feeling
많이 잠옵니다,feeling
기분이 졸립니다,feeling
왠지 싫습니다,feeling
요즘 속이 안 좋습니다,feeling
요즘따라 꽝입니다,feeling
나 메롱입니다,feeling
상당히 스트레스 받습니다,feeling
사실 별로입니다,feeling
오늘따라 기분나쁩니다,feeling
여기 힘듭니다,feeling
분위기가 야근입니다,feeling
되게 잠이 안옵니다,feeling
뭔가 무기력합니다,feeling
부쩍 수면부족입니다,feeling
오늘 정신줄 놓았습니다,feeling
좀 망했습니다,feeling
음 갑작스럽습니다,feeling
어쩐지 경악했습니다,feeling
정말 급작스럽습니다,feeling
많이 기겁했습니다,feeling
기분이 기절초풍했습니다,feeling
왠지 기절했습니다,feeling
요즘 까무러쳤습니다,feeling
요즘따라 당혹스럽습니다,feeling
나 당황스럽습니다,feeling
상당히 뜨악했습니다,feeling
사실 만만치않습니다,feeling
오늘따라 충격받았습니다,feeling
여기 움찔했습니다,feeling
분위기가 이상합니다,feeling
되게 철렁했습니다,feeling
뭔가 충격적입니다,feeling
부쩍 흠칫했습니다,feeling
오늘 격노했습니다,feeling
좀 격분했습니다,feeling
음 격앙됩니다,feeling
어쩐지 격양됩니다,feeling
정말 격해집니다,feeling
많이 괘씸합니다,feeling
기분이 굴욕적입니다,feeling
왠지 기분나쁩니다,feeling
요즘 나쁩니다,feeling
요즘따라 노여워합니다,feeling
나 멸시당합니다,feeling
상당히 모멸감듭니다,feeling
사실 모욕적입니다,feeling
오늘따라 못됐습니다,feeling
여기 무시당했습니다,feeling
분위기가 밉습니다,feeling
되게 버럭했습니다,feeling
뭔가 분노합니다,feeling
부쩍 분통터집니다,feeling
오늘 분합니다,feeling
좀 불만스럽습니다,feeling
음 불만족스럽습니다,feeling
어쩐지 비아냥거립니다,feeling
정말 삐쳤습니다,feeling
많이 속썩입니다,feeling
기분이 신경질적입니다,feeling
왠지 심술궂습니다,feeling
요즘 야박합니다,feeling
요즘따라 약오릅니다,feeling
나 얄밉습니다,feeling
상당히 어이없습니다,feeling
사실 언짢습니다,feeling
오늘따라 울화통터집니다,feeling
여기 원망스럽습니다,feeling
분위기가 의심스럽습니다,feeling
되게 증오합니다,feeling
뭔가 지랄합니다,feeling
부쩍 질투합니다,feeling
오늘 짜증납니다,feeling
좀 치가 떨립니다,feeling
음 치밀어오릅니다,feeling
어쩐지 치사합니다,feeling
정말 치욕적입니다,feeling
많이 고통스럽습니다,feeling
기분이 죽고싶습니다,feeling
왠지 토나옵니다,feeling
요즘 화납니다,feeling
오늘 가뿐해,feeling
좀 갈구해,feeling
음 갈망해,feeling
어쩐지 감개무량해,feeling
정말 감격했어,feeling
많이 감동했어,feeling
기분이 감미로워,feeling
왠지 감사해,feeling
요즘 감질나,feeling
요즘따라 경쾌해,feeling
나 고마워,feeling
상당히 궁금해,feeling
사실 근사해,feeling
오늘따라 기분좋아,feeling
여기 기뻐,feeling
분위기가 낭만적이야,feeling
되게 달가워,feeling
